Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Helsingborg A;62040;2.0

Parameternamn;Beskrivning;Enhet
Nederbörd;1 gång/dygn, kl 18;code

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
2002-07-04 18:00:01;2002-07-05 18:00:00;2002-07-05;duggregn;G
2002-07-04 18:00:01;2002-07-05 18:00:00;2002-07-05;regn;G
2002-07-05 18:00:01;2002-07-06 18:00:00;2002-07-06;regn;G
2002-07-05 18:00:01;2002-07-06 18:00:00;2002-07-06;regnskurar;G
2002-07-06 18:00:01;2002-07-07 18:00:00;2002-07-07;regn;G
2002-07-06 18:00:01;2002-07-07 18:00:00;2002-07-07;regnskurar;G
2002-07-10 18:00:01;2002-07-11 18:00:00;2002-07-11;regn;G
2002-07-12 18:00:01;2002-07-13 18:00:00;2002-07-13;regn;G
2002-07-17 18:00:01;2002-07-18 18:00:00;2002-07-18;regn;G
2002-07-18 18:00:01;2002-07-19 18:00:00;2002-07-19;regn;G
2002-07-20 18:00:01;2002-07-21 18:00:00;2002-07-21;regn;G
2002-07-21 18:00:01;2002-07-22 18:00:00;2002-07-22;regn;G
2002-07-21 18:00:01;2002-07-22 18:00:00;2002-07-22;regnskurar;G
2002-07-22 18:00:01;2002-07-23 18:00:00;2002-07-23;regnskurar;G
2002-07-22 18:00:01;2002-07-23 18:00:00;2002-07-23;regn;G
2002-07-23 18:00:01;2002-07-24 18:00:00;2002-07-24;regn;G
2002-07-23 18:00:01;2002-07-24 18:00:00;2002-07-24;regnskurar;G
2002-07-25 18:00:01;2002-07-26 18:00:00;2002-07-26;regn;G
2002-07-31 18:00:01;2002-08-01 18:00:00;2002-08-01;regnskurar;G
2002-07-31 18:00:01;2002-08-01 18:00:00;2002-08-01;regn;G
2002-08-01 18:00:01;2002-08-02 18:00:00;2002-08-02;regnskurar;G
2002-08-01 18:00:01;2002-08-02 18:00:00;2002-08-02;regn;G
2002-08-02 18:00:01;2002-08-03 18:00:00;2002-08-03;duggregn;G
2002-08-02 18:00:01;2002-08-03 18:00:00;2002-08-03;regn;G
2002-08-02 18:00:01;2002-08-03 18:00:00;2002-08-03;regnskurar;G
2002-08-08 18:00:01;2002-08-09 18:00:00;2002-08-09;regn;G
2002-08-08 18:00:01;2002-08-09 18:00:00;2002-08-09;regnskurar;G
2002-08-10 18:00:01;2002-08-11 18:00:00;2002-08-11;regnskurar;G
2002-08-10 18:00:01;2002-08-11 18:00:00;2002-08-11;regn;G
2002-08-11 18:00:01;2002-08-12 18:00:00;2002-08-12;duggregn;G
2002-08-11 18:00:01;2002-08-12 18:00:00;2002-08-12;regn;G
2002-08-11 18:00:01;2002-08-12 18:00:00;2002-08-12;regnskurar;G
2002-09-16 18:00:01;2002-09-17 18:00:00;2002-09-17;regn;G
2002-09-17 18:00:01;2002-09-18 18:00:00;2002-09-18;regn;G
2002-09-17 18:00:01;2002-09-18 18:00:00;2002-09-18;regnskurar;G
2002-09-19 18:00:01;2002-09-20 18:00:00;2002-09-20;regnskurar;G
2002-09-19 18:00:01;2002-09-20 18:00:00;2002-09-20;regn;G
2002-09-20 18:00:01;2002-09-21 18:00:00;2002-09-21;regn;G
2002-09-20 18:00:01;2002-09-21 18:00:00;2002-09-21;regnskurar;G
2002-09-21 18:00:01;2002-09-22 18:00:00;2002-09-22;regn;G
2002-09-21 18:00:01;2002-09-22 18:00:00;2002-09-22;regnskurar;G
2002-09-23 18:00:01;2002-09-24 18:00:00;2002-09-24;regnskurar;G
2002-09-23 18:00:01;2002-09-24 18:00:00;2002-09-24;regn;G
2002-09-25 18:00:01;2002-09-26 18:00:00;2002-09-26;regnskurar;G
2002-09-25 18:00:01;2002-09-26 18:00:00;2002-09-26;regn;G
2002-09-27 18:00:01;2002-09-28 18:00:00;2002-09-28;regn;G
2002-09-27 18:00:01;2002-09-28 18:00:00;2002-09-28;regnskurar;G
2002-09-29 18:00:01;2002-09-30 18:00:00;2002-09-30;regn;G
2002-10-03 18:00:01;2002-10-04 18:00:00;2002-10-04;regnskurar;G
2002-10-03 18:00:01;2002-10-04 18:00:00;2002-10-04;regn;G
2002-10-04 18:00:01;2002-10-05 18:00:00;2002-10-05;regn;G
2002-10-05 18:00:01;2002-10-06 18:00:00;2002-10-06;regn;G
2002-10-07 18:00:01;2002-10-08 18:00:00;2002-10-08;regn;G
2002-10-11 18:00:01;2002-10-12 18:00:00;2002-10-12;regnskurar;G
2002-10-11 18:00:01;2002-10-12 18:00:00;2002-10-12;regn;G
2002-10-12 18:00:01;2002-10-13 18:00:00;2002-10-13;regn;G
2002-10-13 18:00:01;2002-10-14 18:00:00;2002-10-14;regn;G
2002-10-13 18:00:01;2002-10-14 18:00:00;2002-10-14;regnskurar;G
2002-10-14 18:00:01;2002-10-15 18:00:00;2002-10-15;regn;G
2002-10-15 18:00:01;2002-10-16 18:00:00;2002-10-16;regn;G
2002-10-16 18:00:01;2002-10-17 18:00:00;2002-10-17;regn;G
2002-10-16 18:00:01;2002-10-17 18:00:00;2002-10-17;regnskurar;G
2002-10-17 18:00:01;2002-10-18 18:00:00;2002-10-18;snöblandat regn;G
2002-10-17 18:00:01;2002-10-18 18:00:00;2002-10-18;regn;G
2002-10-18 18:00:01;2002-10-19 18:00:00;2002-10-19;regn;G
2002-10-18 18:00:01;2002-10-19 18:00:00;2002-10-19;snöbyar;G
2002-10-18 18:00:01;2002-10-19 18:00:00;2002-10-19;regnskurar;G
2002-10-19 18:00:01;2002-10-20 18:00:00;2002-10-20;Obestämd nederbördstyp;G
2002-10-19 18:00:01;2002-10-20 18:00:00;2002-10-20;regn;G
2002-10-19 18:00:01;2002-10-20 18:00:00;2002-10-20;snowfall;G
2002-10-20 18:00:01;2002-10-21 18:00:00;2002-10-21;regnskurar;G
2002-10-21 18:00:01;2002-10-22 18:00:00;2002-10-22;regnskurar;G
2002-10-21 18:00:01;2002-10-22 18:00:00;2002-10-22;regn;G
2002-10-22 18:00:01;2002-10-23 18:00:00;2002-10-23;regnskurar;G
2002-10-22 18:00:01;2002-10-23 18:00:00;2002-10-23;regn;G
2002-10-22 18:00:01;2002-10-23 18:00:00;2002-10-23;duggregn;G
2002-10-23 18:00:01;2002-10-24 18:00:00;2002-10-24;regn;G
2002-10-23 18:00:01;2002-10-24 18:00:00;2002-10-24;regnskurar;G
2002-10-24 18:00:01;2002-10-25 18:00:00;2002-10-25;regnskurar;G
2002-10-24 18:00:01;2002-10-25 18:00:00;2002-10-25;regn;G
2002-10-25 18:00:01;2002-10-26 18:00:00;2002-10-26;regnskurar;G
2002-10-25 18:00:01;2002-10-26 18:00:00;2002-10-26;regn;G
2002-10-26 18:00:01;2002-10-27 18:00:00;2002-10-27;regn;G
2002-10-26 18:00:01;2002-10-27 18:00:00;2002-10-27;regnskurar;G
2002-10-27 18:00:01;2002-10-28 18:00:00;2002-10-28;regn;G
2002-10-27 18:00:01;2002-10-28 18:00:00;2002-10-28;regnskurar;G
2002-10-28 18:00:01;2002-10-29 18:00:00;2002-10-29;regn;G
2002-10-30 18:00:01;2002-10-31 18:00:00;2002-10-31;regn;G
2002-11-03 18:00:01;2002-11-04 18:00:00;2002-11-04;regn;G
2002-11-07 18:00:01;2002-11-08 18:00:00;2002-11-08;regn;G
2002-11-07 18:00:01;2002-11-08 18:00:00;2002-11-08;duggregn;G
2002-11-08 18:00:01;2002-11-09 18:00:00;2002-11-09;regn;G
2002-11-08 18:00:01;2002-11-09 18:00:00;2002-11-09;regnskurar;G
2002-11-09 18:00:01;2002-11-10 18:00:00;2002-11-10;regn;G
2002-11-10 18:00:01;2002-11-11 18:00:00;2002-11-11;Obestämd nederbördstyp;G
2002-11-11 18:00:01;2002-11-12 18:00:00;2002-11-12;regn;G
2002-11-11 18:00:01;2002-11-12 18:00:00;2002-11-12;duggregn;G
2002-11-12 18:00:01;2002-11-13 18:00:00;2002-11-13;regn;G
2002-11-12 18:00:01;2002-11-13 18:00:00;2002-11-13;duggregn;G
2002-11-13 18:00:01;2002-11-14 18:00:00;2002-11-14;duggregn;G
2002-11-13 18:00:01;2002-11-14 18:00:00;2002-11-14;regnskurar;G
2002-11-13 18:00:01;2002-11-14 18:00:00;2002-11-14;regn;G
2002-11-14 18:00:01;2002-11-15 18:00:00;2002-11-15;regn;G
2002-11-14 18:00:01;2002-11-15 18:00:00;2002-11-15;regnskurar;G
2002-11-15 18:00:01;2002-11-16 18:00:00;2002-11-16;duggregn;G
2002-11-16 18:00:01;2002-11-17 18:00:00;2002-11-17;regn;G
2002-11-16 18:00:01;2002-11-17 18:00:00;2002-11-17;regnskurar;G
2002-11-17 18:00:01;2002-11-18 18:00:00;2002-11-18;regnskurar;G
2002-11-17 18:00:01;2002-11-18 18:00:00;2002-11-18;regn;G
2002-11-22 18:00:01;2002-11-23 18:00:00;2002-11-23;duggregn;G
2002-11-22 18:00:01;2002-11-23 18:00:00;2002-11-23;regnskurar;G
2002-11-22 18:00:01;2002-11-23 18:00:00;2002-11-23;regn;G
2002-11-23 18:00:01;2002-11-24 18:00:00;2002-11-24;duggregn;G
2002-11-23 18:00:01;2002-11-24 18:00:00;2002-11-24;regn;G
2002-11-24 18:00:01;2002-11-25 18:00:00;2002-11-25;regn;G
2002-11-25 18:00:01;2002-11-26 18:00:00;2002-11-26;regn;G
2002-11-25 18:00:01;2002-11-26 18:00:00;2002-11-26;duggregn;G
2002-11-25 18:00:01;2002-11-26 18:00:00;2002-11-26;regnskurar;G
2002-11-26 18:00:01;2002-11-27 18:00:00;2002-11-27;regnskurar;G
2002-11-26 18:00:01;2002-11-27 18:00:00;2002-11-27;regn;G
2002-11-28 18:00:01;2002-11-29 18:00:00;2002-11-29;regnskurar;G
2002-11-28 18:00:01;2002-11-29 18:00:00;2002-11-29;regn;G
2002-11-28 18:00:01;2002-11-29 18:00:00;2002-11-29;Obestämd nederbördstyp;G
2002-11-29 18:00:01;2002-11-30 18:00:00;2002-11-30;regn;G
2002-11-30 18:00:01;2002-12-01 18:00:00;2002-12-01;kornsnö;G
2002-11-30 18:00:01;2002-12-01 18:00:00;2002-12-01;Obestämd nederbördstyp;G
2002-11-30 18:00:01;2002-12-01 18:00:00;2002-12-01;snowfall;G
2002-12-02 18:00:01;2002-12-03 18:00:00;2002-12-03;duggregn;G
2002-12-03 18:00:01;2002-12-04 18:00:00;2002-12-04;Obestämd nederbördstyp;G
2002-12-03 18:00:01;2002-12-04 18:00:00;2002-12-04;snowfall;G
2002-12-03 18:00:01;2002-12-04 18:00:00;2002-12-04;regn;G
2002-12-04 18:00:01;2002-12-05 18:00:00;2002-12-05;regn;G
2002-12-04 18:00:01;2002-12-05 18:00:00;2002-12-05;regnskurar;G
2002-12-04 18:00:01;2002-12-05 18:00:00;2002-12-05;duggregn;G
2002-12-04 18:00:01;2002-12-05 18:00:00;2002-12-05;snowfall;G
2002-12-04 18:00:01;2002-12-05 18:00:00;2002-12-05;Obestämd nederbördstyp;G
2002-12-12 18:00:01;2002-12-13 18:00:00;2002-12-13;snowfall;G
2002-12-13 18:00:01;2002-12-14 18:00:00;2002-12-14;underkyld nederbörd;G
2002-12-13 18:00:01;2002-12-14 18:00:00;2002-12-14;snowfall;G
2002-12-17 18:00:01;2002-12-18 18:00:00;2002-12-18;regn;G
2002-12-19 18:00:01;2002-12-20 18:00:00;2002-12-20;Obestämd nederbördstyp;G
2002-12-20 18:00:01;2002-12-21 18:00:00;2002-12-21;regnskurar;G
2002-12-20 18:00:01;2002-12-21 18:00:00;2002-12-21;regn;G
2002-12-25 18:00:01;2002-12-26 18:00:00;2002-12-26;regn;G
2002-12-25 18:00:01;2002-12-26 18:00:00;2002-12-26;regnskurar;G
2002-12-26 18:00:01;2002-12-27 18:00:00;2002-12-27;snöblandat regn;G
2002-12-26 18:00:01;2002-12-27 18:00:00;2002-12-27;regnskurar;G
2002-12-26 18:00:01;2002-12-27 18:00:00;2002-12-27;Obestämd nederbördstyp;G
2002-12-26 18:00:01;2002-12-27 18:00:00;2002-12-27;duggregn;G
2002-12-26 18:00:01;2002-12-27 18:00:00;2002-12-27;regn;G
2002-12-27 18:00:01;2002-12-28 18:00:00;2002-12-28;regnskurar;G
2002-12-27 18:00:01;2002-12-28 18:00:00;2002-12-28;duggregn;G
2002-12-27 18:00:01;2002-12-28 18:00:00;2002-12-28;regn;G
2002-12-28 18:00:01;2002-12-29 18:00:00;2002-12-29;regn;G
2002-12-31 18:00:01;2003-01-01 18:00:00;2003-01-01;kornsnö;G
2003-01-01 18:00:01;2003-01-02 18:00:00;2003-01-02;snowfall;G
2003-01-02 18:00:01;2003-01-03 18:00:00;2003-01-03;snowfall;G
2003-01-03 18:00:01;2003-01-04 18:00:00;2003-01-04;snowfall;G
2003-01-04 18:00:01;2003-01-05 18:00:00;2003-01-05;snowfall;G
2003-01-05 18:00:01;2003-01-06 18:00:00;2003-01-06;snowfall;G
2003-01-06 18:00:01;2003-01-07 18:00:00;2003-01-07;snöbyar;G
2003-01-06 18:00:01;2003-01-07 18:00:00;2003-01-07;snowfall;G
2003-01-08 18:00:01;2003-01-09 18:00:00;2003-01-09;snöbyar;G
2003-01-08 18:00:01;2003-01-09 18:00:00;2003-01-09;snowfall;G
2003-01-08 18:00:01;2003-01-09 18:00:00;2003-01-09;kornsnö;G
2003-01-10 18:00:01;2003-01-11 18:00:00;2003-01-11;snowfall;G
2003-01-10 18:00:01;2003-01-11 18:00:00;2003-01-11;snöbyar;G
2003-01-11 18:00:01;2003-01-12 18:00:00;2003-01-12;regn;G
2003-01-12 18:00:01;2003-01-13 18:00:00;2003-01-13;regn;G
2003-01-12 18:00:01;2003-01-13 18:00:00;2003-01-13;regnskurar;G
2003-01-13 18:00:01;2003-01-14 18:00:00;2003-01-14;regn;G
2003-01-14 18:00:01;2003-01-15 18:00:00;2003-01-15;regnskurar;G
2003-01-14 18:00:01;2003-01-15 18:00:00;2003-01-15;regn;G
2003-01-19 18:00:01;2003-01-20 18:00:00;2003-01-20;snöblandat regn;G
2003-01-19 18:00:01;2003-01-20 18:00:00;2003-01-20;snowfall;G
2003-01-19 18:00:01;2003-01-20 18:00:00;2003-01-20;regn;G
2003-01-19 18:00:01;2003-01-20 18:00:00;2003-01-20;duggregn;G
2003-01-20 18:00:01;2003-01-21 18:00:00;2003-01-21;regnskurar;G
2003-01-20 18:00:01;2003-01-21 18:00:00;2003-01-21;duggregn;G
2003-01-20 18:00:01;2003-01-21 18:00:00;2003-01-21;regn;G
2003-01-21 18:00:01;2003-01-22 18:00:00;2003-01-22;duggregn;G
2003-01-21 18:00:01;2003-01-22 18:00:00;2003-01-22;regn;G
2003-01-22 18:00:01;2003-01-23 18:00:00;2003-01-23;regn;G
2003-01-25 18:00:01;2003-01-26 18:00:00;2003-01-26;regn;G
2003-01-25 18:00:01;2003-01-26 18:00:00;2003-01-26;regnskurar;G
2003-01-26 18:00:01;2003-01-27 18:00:00;2003-01-27;regn;G
2003-01-26 18:00:01;2003-01-27 18:00:00;2003-01-27;regnskurar;G
2003-01-27 18:00:01;2003-01-28 18:00:00;2003-01-28;regn;G
2003-01-27 18:00:01;2003-01-28 18:00:00;2003-01-28;regnskurar;G
2003-01-28 18:00:01;2003-01-29 18:00:00;2003-01-29;snowfall;G
2003-02-01 18:00:01;2003-02-02 18:00:00;2003-02-02;snowfall;G
2003-02-02 18:00:01;2003-02-03 18:00:00;2003-02-03;snowfall;G
2003-02-03 18:00:01;2003-02-04 18:00:00;2003-02-04;snowfall;G
2003-02-03 18:00:01;2003-02-04 18:00:00;2003-02-04;snöbyar;G
2003-02-03 18:00:01;2003-02-04 18:00:00;2003-02-04;Obestämd nederbördstyp;G
2003-02-03 18:00:01;2003-02-04 18:00:00;2003-02-04;kornsnö;G
2003-02-04 18:00:01;2003-02-05 18:00:00;2003-02-05;Obestämd nederbördstyp;G
2003-02-04 18:00:01;2003-02-05 18:00:00;2003-02-05;snowfall;G
2003-02-06 18:00:01;2003-02-07 18:00:00;2003-02-07;snöbyar;G
2003-02-06 18:00:01;2003-02-07 18:00:00;2003-02-07;snowfall;G
2003-02-07 18:00:01;2003-02-08 18:00:00;2003-02-08;regn;G
2003-02-07 18:00:01;2003-02-08 18:00:00;2003-02-08;Obestämd nederbördstyp;G
2003-02-07 18:00:01;2003-02-08 18:00:00;2003-02-08;snowfall;G
2003-02-07 18:00:01;2003-02-08 18:00:00;2003-02-08;regnskurar;G
2003-03-06 18:00:01;2003-03-07 18:00:00;2003-03-07;Obestämd nederbördstyp;G
2003-03-06 18:00:01;2003-03-07 18:00:00;2003-03-07;snowfall;G
2003-03-07 18:00:01;2003-03-08 18:00:00;2003-03-08;regnskurar;G
2003-03-07 18:00:01;2003-03-08 18:00:00;2003-03-08;regn;G
2003-03-07 18:00:01;2003-03-08 18:00:00;2003-03-08;snowfall;G
2003-03-08 18:00:01;2003-03-09 18:00:00;2003-03-09;regn;G
2003-03-08 18:00:01;2003-03-09 18:00:00;2003-03-09;duggregn;G
2003-03-08 18:00:01;2003-03-09 18:00:00;2003-03-09;regnskurar;G
2003-03-09 18:00:01;2003-03-10 18:00:00;2003-03-10;regn;G
2003-03-10 18:00:01;2003-03-11 18:00:00;2003-03-11;regn;G
2003-03-10 18:00:01;2003-03-11 18:00:00;2003-03-11;duggregn;G
2003-03-10 18:00:01;2003-03-11 18:00:00;2003-03-11;Obestämd nederbördstyp;G
2003-03-11 18:00:01;2003-03-12 18:00:00;2003-03-12;regn;G
2003-03-11 18:00:01;2003-03-12 18:00:00;2003-03-12;regnskurar;G
2003-03-24 18:00:01;2003-03-25 18:00:00;2003-03-25;regn;G
2003-03-29 18:00:01;2003-03-30 18:00:00;2003-03-30;regnskurar;G
2003-03-30 18:00:01;2003-03-31 18:00:00;2003-03-31;regnskurar;G
2003-03-30 18:00:01;2003-03-31 18:00:00;2003-03-31;regn;G
2003-04-01 18:00:01;2003-04-02 18:00:00;2003-04-02;regn;G
2003-04-01 18:00:01;2003-04-02 18:00:00;2003-04-02;regnskurar;G
2003-04-01 18:00:01;2003-04-02 18:00:00;2003-04-02;duggregn;G
2003-04-03 18:00:01;2003-04-04 18:00:00;2003-04-04;regn;G
2003-04-08 18:00:01;2003-04-09 18:00:00;2003-04-09;snowfall;G
2003-04-09 18:00:01;2003-04-10 18:00:00;2003-04-10;snowfall;G
2003-04-09 18:00:01;2003-04-10 18:00:00;2003-04-10;snöbyar;G
2003-04-09 18:00:01;2003-04-10 18:00:00;2003-04-10;snöblandat regn;G
2003-04-09 18:00:01;2003-04-10 18:00:00;2003-04-10;regn;G
2003-04-10 18:00:01;2003-04-11 18:00:00;2003-04-11;regnskurar;G
2003-04-10 18:00:01;2003-04-11 18:00:00;2003-04-11;snöblandat regn;G
2003-04-10 18:00:01;2003-04-11 18:00:00;2003-04-11;snowfall;G
2003-04-10 18:00:01;2003-04-11 18:00:00;2003-04-11;regn;G
2003-04-11 18:00:01;2003-04-12 18:00:00;2003-04-12;regn;G
2003-04-11 18:00:01;2003-04-12 18:00:00;2003-04-12;regnskurar;G
2003-04-12 18:00:01;2003-04-13 18:00:00;2003-04-13;regn;G
2003-04-25 18:00:01;2003-04-26 18:00:00;2003-04-26;regn;G
2003-04-25 18:00:01;2003-04-26 18:00:00;2003-04-26;regnskurar;G
2003-04-26 18:00:01;2003-04-27 18:00:00;2003-04-27;regnskurar;G
2003-04-26 18:00:01;2003-04-27 18:00:00;2003-04-27;regn;G
2003-04-27 18:00:01;2003-04-28 18:00:00;2003-04-28;regnskurar;G
2003-04-27 18:00:01;2003-04-28 18:00:00;2003-04-28;regn;G
2003-04-28 18:00:01;2003-04-29 18:00:00;2003-04-29;regnskurar;G
2003-04-28 18:00:01;2003-04-29 18:00:00;2003-04-29;regn;G
2003-04-29 18:00:01;2003-04-30 18:00:00;2003-04-30;regn;G
2003-04-29 18:00:01;2003-04-30 18:00:00;2003-04-30;regnskurar;G
2003-04-30 18:00:01;2003-05-01 18:00:00;2003-05-01;regn;G
2003-04-30 18:00:01;2003-05-01 18:00:00;2003-05-01;regnskurar;G
2003-04-30 18:00:01;2003-05-01 18:00:00;2003-05-01;duggregn;G
2003-04-30 18:00:01;2003-05-01 18:00:00;2003-05-01;Obestämd nederbördstyp;G
2003-05-01 18:00:01;2003-05-02 18:00:00;2003-05-02;regnskurar;G
2003-05-01 18:00:01;2003-05-02 18:00:00;2003-05-02;regn;G
2003-05-02 18:00:01;2003-05-03 18:00:00;2003-05-03;regn;G
2003-05-02 18:00:01;2003-05-03 18:00:00;2003-05-03;regnskurar;G
2003-05-05 18:00:01;2003-05-06 18:00:00;2003-05-06;regnskurar;G
2003-05-05 18:00:01;2003-05-06 18:00:00;2003-05-06;regn;G
2003-05-10 18:00:01;2003-05-11 18:00:00;2003-05-11;regn;G
2003-05-11 18:00:01;2003-05-12 18:00:00;2003-05-12;regn;G
2003-05-12 18:00:01;2003-05-13 18:00:00;2003-05-13;regnskurar;G
2003-05-12 18:00:01;2003-05-13 18:00:00;2003-05-13;regn;G
2003-05-13 18:00:01;2003-05-14 18:00:00;2003-05-14;regnskurar;G
2003-05-13 18:00:01;2003-05-14 18:00:00;2003-05-14;regn;G
2003-05-14 18:00:01;2003-05-15 18:00:00;2003-05-15;regnskurar;G
2003-05-14 18:00:01;2003-05-15 18:00:00;2003-05-15;regn;G
2003-05-15 18:00:01;2003-05-16 18:00:00;2003-05-16;regn;G
2003-05-17 18:00:01;2003-05-18 18:00:00;2003-05-18;regnskurar;G
2003-05-17 18:00:01;2003-05-18 18:00:00;2003-05-18;regn;G
2003-05-18 18:00:01;2003-05-19 18:00:00;2003-05-19;regn;G
2003-05-18 18:00:01;2003-05-19 18:00:00;2003-05-19;regnskurar;G
2003-05-19 18:00:01;2003-05-20 18:00:00;2003-05-20;duggregn;G
2003-05-19 18:00:01;2003-05-20 18:00:00;2003-05-20;regn;G
2003-05-19 18:00:01;2003-05-20 18:00:00;2003-05-20;regnskurar;G
2003-05-20 18:00:01;2003-05-21 18:00:00;2003-05-21;regnskurar;G
2003-05-20 18:00:01;2003-05-21 18:00:00;2003-05-21;regn;G
2003-05-22 18:00:01;2003-05-23 18:00:00;2003-05-23;regn;G
2003-05-23 18:00:01;2003-05-24 18:00:00;2003-05-24;regn;G
2003-05-23 18:00:01;2003-05-24 18:00:00;2003-05-24;regnskurar;G
2003-05-24 18:00:01;2003-05-25 18:00:00;2003-05-25;regn;G
2003-05-24 18:00:01;2003-05-25 18:00:00;2003-05-25;regnskurar;G
2003-05-25 18:00:01;2003-05-26 18:00:00;2003-05-26;regnskurar;G
2003-06-04 18:00:01;2003-06-05 18:00:00;2003-06-05;regn;G
2003-06-06 18:00:01;2003-06-07 18:00:00;2003-06-07;regn;G
2003-06-06 18:00:01;2003-06-07 18:00:00;2003-06-07;regnskurar;G
2003-06-08 18:00:01;2003-06-09 18:00:00;2003-06-09;regnskurar;G
2003-06-08 18:00:01;2003-06-09 18:00:00;2003-06-09;regn;G
2003-06-10 18:00:01;2003-06-11 18:00:00;2003-06-11;regnskurar;G
2003-06-10 18:00:01;2003-06-11 18:00:00;2003-06-11;regn;G
2003-06-13 18:00:01;2003-06-14 18:00:00;2003-06-14;regnskurar;G
2003-06-14 18:00:01;2003-06-15 18:00:00;2003-06-15;regn;G
2003-06-15 18:00:01;2003-06-16 18:00:00;2003-06-16;regnskurar;G
2003-06-15 18:00:01;2003-06-16 18:00:00;2003-06-16;regn;G
2003-06-18 18:00:01;2003-06-19 18:00:00;2003-06-19;regnskurar;G
2003-06-18 18:00:01;2003-06-19 18:00:00;2003-06-19;regn;G
2003-06-19 18:00:01;2003-06-20 18:00:00;2003-06-20;regn;G
2003-06-19 18:00:01;2003-06-20 18:00:00;2003-06-20;regnskurar;G
2003-06-20 18:00:01;2003-06-21 18:00:00;2003-06-21;regn;G
2003-06-20 18:00:01;2003-06-21 18:00:00;2003-06-21;regnskurar;G
2003-06-22 18:00:01;2003-06-23 18:00:00;2003-06-23;regnskurar;G
2003-06-22 18:00:01;2003-06-23 18:00:00;2003-06-23;regn;G
2003-06-23 18:00:01;2003-06-24 18:00:00;2003-06-24;regnskurar;G
2003-06-23 18:00:01;2003-06-24 18:00:00;2003-06-24;regn;G
2003-06-24 18:00:01;2003-06-25 18:00:00;2003-06-25;regn;G
2003-06-24 18:00:01;2003-06-25 18:00:00;2003-06-25;duggregn;G
2003-06-24 18:00:01;2003-06-25 18:00:00;2003-06-25;regnskurar;G
2003-06-26 18:00:01;2003-06-27 18:00:00;2003-06-27;regnskurar;G
2003-06-27 18:00:01;2003-06-28 18:00:00;2003-06-28;regn;G
2003-06-28 18:00:01;2003-06-29 18:00:00;2003-06-29;regn;G
2003-06-29 18:00:01;2003-06-30 18:00:00;2003-06-30;regn;G
2003-06-30 18:00:01;2003-07-01 18:00:00;2003-07-01;regnskurar;G
2003-06-30 18:00:01;2003-07-01 18:00:00;2003-07-01;regn;G
2003-07-02 18:00:01;2003-07-03 18:00:00;2003-07-03;regn;G
2003-07-02 18:00:01;2003-07-03 18:00:00;2003-07-03;regnskurar;G
2003-07-03 18:00:01;2003-07-04 18:00:00;2003-07-04;regnskurar;G
2003-07-03 18:00:01;2003-07-04 18:00:00;2003-07-04;regn;G
2003-07-03 18:00:01;2003-07-04 18:00:00;2003-07-04;duggregn;G
2003-07-10 18:00:01;2003-07-11 18:00:00;2003-07-11;regnskurar;G
2003-07-10 18:00:01;2003-07-11 18:00:00;2003-07-11;regn;G
2003-07-11 18:00:01;2003-07-12 18:00:00;2003-07-12;regnskurar;G
2003-07-11 18:00:01;2003-07-12 18:00:00;2003-07-12;regn;G
2003-07-14 18:00:01;2003-07-15 18:00:00;2003-07-15;regnskurar;G
2003-07-14 18:00:01;2003-07-15 18:00:00;2003-07-15;regn;G
2003-07-17 18:00:01;2003-07-18 18:00:00;2003-07-18;duggregn;G
2003-07-17 18:00:01;2003-07-18 18:00:00;2003-07-18;regnskurar;G
2003-07-17 18:00:01;2003-07-18 18:00:00;2003-07-18;regn;G
2003-07-20 18:00:01;2003-07-21 18:00:00;2003-07-21;regnskurar;G
2003-07-20 18:00:01;2003-07-21 18:00:00;2003-07-21;regn;G
2003-07-21 18:00:01;2003-07-22 18:00:00;2003-07-22;regn;G
2003-07-24 18:00:01;2003-07-25 18:00:00;2003-07-25;regnskurar;G
2003-07-24 18:00:01;2003-07-25 18:00:00;2003-07-25;regn;G
2003-07-25 18:00:01;2003-07-26 18:00:00;2003-07-26;regn;G
2003-07-25 18:00:01;2003-07-26 18:00:00;2003-07-26;regnskurar;G
2003-07-26 18:00:01;2003-07-27 18:00:00;2003-07-27;regn;G
2003-07-27 18:00:01;2003-07-28 18:00:00;2003-07-28;regn;G
2003-08-01 18:00:01;2003-08-02 18:00:00;2003-08-02;regnskurar;G
2003-08-01 18:00:01;2003-08-02 18:00:00;2003-08-02;regn;G
2003-08-06 18:00:01;2003-08-07 18:00:00;2003-08-07;regn;G
2003-08-11 18:00:01;2003-08-12 18:00:00;2003-08-12;regn;G
2003-08-12 18:00:01;2003-08-13 18:00:00;2003-08-13;regn;G
2003-08-13 18:00:01;2003-08-14 18:00:00;2003-08-14;regnskurar;G
2003-08-13 18:00:01;2003-08-14 18:00:00;2003-08-14;regn;G
2003-08-14 18:00:01;2003-08-15 18:00:00;2003-08-15;regnskurar;G
2003-08-14 18:00:01;2003-08-15 18:00:00;2003-08-15;regn;G
2003-08-15 18:00:01;2003-08-16 18:00:00;2003-08-16;regn;G
2003-08-15 18:00:01;2003-08-16 18:00:00;2003-08-16;regnskurar;G
2003-08-17 18:00:01;2003-08-18 18:00:00;2003-08-18;regn;G
